timestamp,asset,midprice,spread,volatility,regime,orderflow_imbalance,bid_size_0,bid_size_1,bid_size_2,bid_size_3,bid_size_4,ask_size_0,ask_size_1,ask_size_2,ask_size_3,ask_size_4
341,ASSET_C,103.8386,0.0493,0.0137,stress,-0.4159,166.8246,143.7862,39.9866,16.6081,84.5245,33.8003,164.8194,26.8584,21.3093,27.2969
342,ASSET_B,101.7111,0.0119,0.0218,normal,-0.2513,49.8092,124.3388,69.3601,152.1198,127.7707,70.4272,14.1408,63.3598,284.9122,88.009
343,ASSET_E,108.119,0.0253,0.0303,stress,0.5396,33.8081,92.1659,76.1364,44.552,288.2949,168.6516,313.613,246.9024,13.5779,48.5509
344,ASSET_D,106.2908,0.0465,0.0431,normal,-0.0762,4.2969,53.4082,116.2601,59.2119,124.9247,85.4824,141.3839,67.8697,39.5764,153.3362
345,ASSET_C,103.8486,0.0744,0.04,stress,0.1009,74.452,111.647,94.9762,93.1763,85.6643,35.0754,26.2184,38.5855,55.591,69.2517
346,ASSET_B,101.7677,0.072,0.0192,stress,0.5226,103.6329,88.6817,60.5979,246.8813,73.8977,55.6582,30.6105,143.7265,226.0737,103.4529
347,ASSET_B,102.6048,0.0862,0.0459,stress,-0.4863,28.3853,57.1983,64.7093,93.9168,83.346,80.7948,82.424,73.8331,38.4339,95.343
348,ASSET_A,100.0582,0.0354,0.0218,normal,0.0026,161.9616,10.8131,65.7416,128.5839,25.5946,66.2029,154.7575,60.8455,69.2006,67.2825
349,ASSET_C,103.7749,0.0497,0.049,normal,-0.6949,165.6778,89.7253,51.4071,88.7288,77.139,75.0154,175.2401,113.8496,97.226,50.0405
350,ASSET_E,107.5793,0.0322,0.0357,normal,-0.4745,35.074,3.704,64.7185,21.1242,105.3403,217.7666,99.6222,446.3452,62.7177,104.8109
351,ASSET_C,103.8912,0.04,0.0123,normal,-0.6957,177.8515,40.9438,55.2956,152.7431,14.4784,151.6615,60.8263,73.5651,74.3384,51.8319
352,ASSET_A,100.4259,0.0353,0.039,normal,0.8757,118.451,155.1872,86.1814,186.2606,183.9331,57.3329,155.6869,35.632,15.3555,43.8982
353,ASSET_D,106.1865,0.0321,0.0151,normal,-0.1746,30.6492,75.5618,53.0648,47.3069,17.9104,17.4663,37.7841,32.1991,68.6644,204.869
354,ASSET_A,99.2708,0.0387,0.0314,normal,0.8202,179.7047,171.2773,37.0198,29.2902,105.9639,299.7663,78.4585,25.5738,194.704,9.4209
355,ASSET_B,101.1607,0.0267,0.0445,normal,-0.2964,60.8085,70.2953,53.461,51.3834,147.9464,66.5742,136.6686,122.8,47.8093,30.4634
356,ASSET_D,105.8807,0.0239,0.0382,normal,0.4654,36.6101,184.6934,50.3736,201.5353,64.6059,58.1548,161.9506,213.9461,68.0194,27.4221
357,ASSET_B,101.6515,0.0102,0.0182,normal,-0.0521,223.4937,120.9718,108.7034,80.3007,33.646,157.0465,69.8337,142.9721,34.3239,97.9536
358,ASSET_E,107.8575,0.0107,0.0166,normal,0.0136,36.4298,83.4799,136.7912,112.0217,68.7354,190.8205,14.3755,23.9892,46.3512,55.7689
359,ASSET_C,104.1322,0.013,0.0244,normal,-0.6511,29.7388,159.3705,55.219,209.157,121.0088,94.6144,52.386,246.2043,100.8076,180.7159
360,ASSET_E,107.9038,0.0413,0.0109,stress,0.7754,11.5264,114.252,88.3022,173.5399,120.8256,74.3264,184.8338,44.6253,123.8674,38.7435
361,ASSET_A,99.9849,0.0388,0.0229,normal,-0.6761,18.7414,139.4297,57.235,17.0922,104.7022,141.5488,18.4462,80.5375,70.0198,170.4667
362,ASSET_E,108.0182,0.021,0.0149,stress,-0.0358,30.797,44.3939,11.6582,65.3699,65.8158,12.7682,192.8177,42.3831,35.2345,171.4643
363,ASSET_A,100.3846,0.0539,0.0404,stress,-0.4626,368.5881,331.762,99.0925,255.4989,102.3063,54.3041,74.2305,139.3189,209.5236,330.0576
364,ASSET_C,103.9184,0.0292,0.0281,normal,0.2888,54.0319,55.1381,180.3434,100.2567,88.1193,4.7021,431.2721,194.4394,75.526,49.4426
365,ASSET_E,108.0248,0.0165,0.0276,normal,-0.7505,80.2906,141.195,83.4226,42.5299,204.5814,7.2966,51.6979,143.4076,83.3258,79.2011
366,ASSET_A,100.1902,0.0484,0.0234,normal,0.4694,127.4727,220.4777,119.2719,113.0549,51.8311,137.7815,12.2982,234.3897,87.9511,52.8779
367,ASSET_E,108.3892,0.0431,0.0283,normal,0.6154,50.949,45.5146,133.4005,89.8792,98.2785,57.8018,149.1237,185.1535,131.4993,103.8134
368,ASSET_E,109.2258,0.0221,0.0458,normal,0.3705,78.7684,100.8366,326.8201,17.4406,18.6905,73.2809,249.6591,61.0822,123.6478,91.0197
369,ASSET_B,102.0726,0.0378,0.0401,normal,-0.3373,104.9984,51.9653,130.2648,50.2857,42.3291,127.6753,55.2968,134.9986,68.9921,118.5885
370,ASSET_E,107.623,0.015,0.0481,normal,-0.188,22.4263,92.5805,241.3836,42.9955,91.3291,92.8756,80.4637,123.2393,37.7151,4.5538
371,ASSET_D,106.1736,0.0348,0.0492,normal,-0.9047,182.0624,51.3788,24.8264,40.5557,15.6917,14.9763,42.3575,73.3079,107.7702,117.3479
372,ASSET_D,106.1086,0.0133,0.0183,normal,0.9635,157.4846,111.7118,126.8494,180.6224,194.473,177.1072,198.1074,108.5983,41.6359,46.3413
373,ASSET_A,100.3043,0.0659,0.0201,stress,0.3132,54.1854,25.8447,49.3597,43.3313,25.7601,374.5824,55.1868,130.1232,279.1128,30.019
374,ASSET_E,108.58,0.0881,0.0371,stress,0.8712,40.3657,6.7341,125.9853,63.6615,124.9445,63.6205,132.669,84.8164,329.7809,61.8239
375,ASSET_A,100.0117,0.0256,0.023,normal,0.1043,25.6966,229.4198,135.2997,10.5703,179.122,55.9437,122.4625,159.4383,179.1943,92.019
376,ASSET_B,102.2087,0.0466,0.0494,normal,-0.0616,18.0413,43.6661,54.9532,42.2596,125.0075,45.2479,22.9824,20.3523,29.8901,208.4164
377,ASSET_B,101.8534,0.0114,0.0186,normal,0.2426,159.6986,21.5369,27.6825,70.5204,49.1498,97.086,56.8246,68.9703,13.5541,71.5137
378,ASSET_D,106.0042,0.0419,0.0273,normal,0.2007,106.6036,35.2161,124.1135,60.6769,132.8295,296.9274,29.6054,31.9999,78.0887,70.4274
379,ASSET_B,102.0559,0.0307,0.0144,normal,-0.5672,37.8004,39.6254,104.8074,35.7069,275.396,124.9744,71.295,88.4005,115.6759,73.6568
380,ASSET_A,99.8609,0.0477,0.0318,normal,-0.1394,121.6114,25.2784,12.0613,27.6701,112.6698,285.0474,61.226,68.1245,108.9668,172.5333
381,ASSET_D,106.646,0.042,0.0487,normal,0.2355,27.6969,50.458,36.5719,95.5127,413.2056,81.643,142.9408,24.9801,179.5899,226.9947
382,ASSET_D,105.9384,0.0444,0.0334,stress,0.4946,86.9277,74.3089,11.5456,116.0728,198.8269,171.8698,15.6204,61.2141,44.9265,73.5145
383,ASSET_D,105.5905,0.0315,0.0436,normal,-0.0547,142.2646,51.859,71.7624,42.2861,187.6656,99.4449,158.5973,102.9342,107.0051,55.9289
384,ASSET_B,102.4779,0.0102,0.0344,normal,0.8076,50.7588,46.1687,181.3145,40.2104,68.4643,65.4585,18.2589,322.7739,59.5751,134.6483
385,ASSET_B,102.0361,0.0285,0.0327,normal,0.5175,129.2037,12.1098,74.5181,29.0279,148.6707,70.6931,190.2701,79.8555,117.1665,11.099
386,ASSET_B,102.1882,0.0783,0.0426,stress,-0.1771,112.7406,56.703,72.7872,56.0545,78.6345,116.8339,23.8746,78.2202,131.4201,187.938
387,ASSET_E,107.9846,0.0256,0.0255,normal,0.6666,60.0151,246.0376,100.3117,27.6081,87.9699,205.3925,51.8936,94.5378,35.9926,65.4661
388,ASSET_D,106.0611,0.02,0.0299,normal,-0.3616,33.1112,107.4804,72.862,140.7966,193.9958,44.5713,140.8611,80.2741,38.1786,75.2989
389,ASSET_E,108.7003,0.0336,0.0487,normal,-0.3517,40.6699,76.1781,36.4291,28.2671,66.9391,203.5213,74.1267,137.7821,55.5552,33.8129
390,ASSET_A,100.4807,0.0479,0.0348,normal,-0.3499,31.3985,33.6344,26.2696,103.5354,231.2378,32.2039,25.3312,60.6565,92.0636,76.4586
391,ASSET_A,99.8987,0.0132,0.0391,normal,-0.0476,54.8375,150.946,44.8508,6.9712,115.684,84.7244,65.7495,173.5434,33.2587,33.791
392,ASSET_E,107.7588,0.0433,0.0307,normal,-0.2029,47.5724,158.8382,173.9947,174.8973,336.0378,69.4757,139.2716,43.8151,133.4938,135.4726
393,ASSET_B,101.5164,0.0479,0.0425,normal,-0.4873,232.7883,26.977,154.0264,34.713,191.8007,34.7585,4.2912,42.9116,54.6429,22.9458
394,ASSET_E,108.1041,0.0206,0.0213,normal,-0.4519,224.9988,62.2427,64.8879,36.0599,38.0756,20.3518,37.5742,26.1925,49.876,312.1649
395,ASSET_A,100.1272,0.0263,0.0443,normal,0.6519,124.4455,10.2238,200.5616,91.3002,56.6882,9.9004,25.4125,155.953,48.5447,109.4858
396,ASSET_A,99.9067,0.0422,0.013,normal,0.8988,8.4564,54.3979,6.5993,229.0847,103.7383,58.8805,236.7248,219.1026,186.998,159.3245
397,ASSET_E,107.2194,0.0141,0.0484,normal,0.6726,35.8756,164.3705,95.5703,36.7533,108.8048,97.9551,107.84,256.7106,110.5032,24.4802
398,ASSET_E,108.0194,0.0192,0.0221,normal,0.0526,23.2189,169.5961,61.1669,71.9787,74.7685,22.3868,150.4326,204.606,86.478,49.6262
399,ASSET_C,104.1012,0.0296,0.0118,normal,0.0748,64.5911,52.0894,44.0526,251.9745,37.9579,109.5009,101.7201,45.1856,119.126,23.6596
400,ASSET_B,101.5221,0.0294,0.04,normal,-0.6179,66.9431,22.5731,27.1249,194.8062,19.8,29.769,195.5586,29.8481,64.8722,130.7158
401,ASSET_C,103.8649,0.0346,0.0473,normal,-0.755,137.2021,88.6451,78.5952,32.2666,75.0404,105.5343,152.4973,58.0306,56.2308,115.3694
402,ASSET_C,103.7486,0.0485,0.0126,normal,0.7458,20.9979,107.1612,123.673,165.1646,24.0659,71.9087,30.4285,12.3222,34.8109,151.3632
403,ASSET_E,107.9025,0.0469,0.0327,normal,0.3202,82.7227,51.9064,150.2942,249.5056,48.8812,81.8581,250.3607,117.0407,94.1852,197.0202
404,ASSET_A,99.3287,0.0371,0.0211,normal,-0.2848,80.8016,99.074,144.4383,15.4062,79.8811,12.2016,51.722,136.2618,60.7019,65.0095
405,ASSET_B,101.9924,0.0488,0.0305,normal,0.9883,17.479,110.0234,32.9006,63.4441,40.2793,132.5845,71.917,117.1604,171.2534,37.7048
406,ASSET_E,107.9305,0.0359,0.0256,normal,-0.1663,74.1998,138.4169,55.5657,41.9993,86.2634,67.7474,102.2057,43.2846,87.5351,73.8363
407,ASSET_E,108.5567,0.0592,0.0465,stress,0.4667,97.0995,63.6981,189.4012,65.5837,51.7762,36.7514,46.5818,96.3298,170.4122,110.8055
408,ASSET_D,106.1809,0.0278,0.0467,normal,-0.5637,98.0686,139.5761,89.7534,144.518,29.8839,91.3675,71.9065,67.6097,350.9963,199.6146
409,ASSET_E,107.8069,0.0402,0.0294,normal,0.646,118.5185,66.8777,83.5483,53.4721,63.9735,15.5069,16.5375,73.3815,99.9402,91.2363
410,ASSET_A,100.0268,0.0298,0.0114,normal,0.8024,11.4101,64.3419,239.389,39.1408,103.6497,78.0619,52.8924,78.7579,66.7716,102.9865
411,ASSET_D,105.7891,0.0493,0.0269,normal,0.0923,20.234,69.2487,75.458,16.9648,36.2622,97.6479,84.2292,82.1242,141.9063,40.537
412,ASSET_C,103.6891,0.0214,0.0187,normal,0.7286,94.7669,140.8238,256.6973,70.5348,66.1313,47.3461,37.9164,56.2975,248.7213,58.771
413,ASSET_E,107.7701,0.0178,0.0425,normal,-0.1934,218.8255,149.7915,54.878,52.1202,108.5704,131.7859,109.4915,97.3932,203.7869,107.9129
414,ASSET_D,105.3192,0.0466,0.0396,normal,-0.0236,193.3279,122.8457,113.3514,116.8442,189.0448,93.2508,135.4398,36.87,47.1073,31.115
415,ASSET_A,99.3003,0.0316,0.049,normal,0.1374,26.1244,239.2724,83.1208,149.6668,163.725,220.2132,79.5076,65.0597,177.8243,30.98
416,ASSET_C,104.2275,0.0328,0.0188,stress,0.5217,82.4775,69.9372,165.3805,72.249,76.5361,91.5759,63.1068,5.6755,192.6111,40.0506
417,ASSET_D,106.3173,0.0397,0.0108,normal,-0.3725,206.2533,178.3823,34.359,62.1845,119.0662,62.3627,163.9092,276.2675,243.7017,78.5688
418,ASSET_C,103.5422,0.0228,0.0433,normal,-0.4516,71.132,18.8501,137.1559,97.924,92.3878,80.922,59.5772,68.1065,36.1537,266.2267
419,ASSET_B,102.0592,0.085,0.0268,stress,-0.3063,86.9615,186.1802,24.6603,166.3465,165.3199,21.4373,15.9962,63.8001,194.0377,53.1314
420,ASSET_B,102.1212,0.0948,0.0341,stress,-0.1224,58.8059,79.4498,87.2348,33.3053,60.0062,117.6756,49.5292,92.4121,316.624,18.926
421,ASSET_A,99.9961,0.0471,0.0178,normal,0.6178,192.0412,20.431,102.6586,280.3039,160.8085,58.4806,93.5979,169.6694,352.0365,66.3363
422,ASSET_D,105.9812,0.0237,0.0172,normal,-0.2538,26.976,57.3597,43.9032,56.6913,212.2832,154.053,183.6683,65.41,72.8209,77.5588
423,ASSET_E,107.9535,0.0347,0.0134,normal,0.4193,56.209,109.6389,107.453,187.0227,58.5023,172.7728,125.6503,87.2165,261.2215,28.4846
424,ASSET_C,104.0688,0.0263,0.0104,normal,-0.6603,63.5965,50.3443,83.2752,43.3404,144.0382,115.2071,61.113,164.3278,118.4485,92.3123
425,ASSET_E,107.3975,0.022,0.028,normal,-0.3368,105.8268,244.8924,26.5065,71.357,185.642,72.8279,229.424,118.0298,53.1232,83.5353
426,ASSET_D,106.4744,0.0163,0.0393,normal,-0.9418,66.6417,284.4082,49.9081,132.3225,40.3881,48.2616,66.7606,155.4779,46.1253,239.9227
427,ASSET_D,106.2721,0.0936,0.033,stress,-0.1794,55.6254,178.7269,83.3997,77.3516,38.7099,68.8443,104.9086,141.7874,94.5306,74.02
428,ASSET_C,103.7308,0.0427,0.0116,normal,0.4044,86.8264,76.2995,32.3738,35.0073,162.7873,84.9689,19.248,67.8999,106.6835,7.9676
429,ASSET_A,100.3965,0.0499,0.0385,normal,0.9807,63.3107,201.0045,116.5598,52.2199,44.1417,14.0431,154.1267,62.6353,95.6455,91.71
430,ASSET_A,100.1778,0.0265,0.0461,normal,0.5357,48.308,62.443,129.5213,143.633,55.9262,135.4584,69.3416,79.9787,61.3301,44.2782
431,ASSET_A,100.0857,0.0506,0.0325,stress,-0.7563,79.1596,224.8748,36.4052,134.8249,207.7644,17.0165,67.3726,233.3635,35.0243,23.1811
432,ASSET_D,106.2349,0.0432,0.0282,normal,0.4956,117.1659,41.6342,53.603,162.6002,47.0696,177.9009,82.7988,75.7831,149.2851,135.2906
433,ASSET_D,105.9775,0.0179,0.0389,normal,0.7318,20.7828,115.7097,32.738,229.4092,55.1973,101.6964,65.2954,29.7259,116.712,118.0666
434,ASSET_E,107.4275,0.0458,0.0415,normal,0.1955,111.5322,18.3915,93.6549,48.7611,52.0461,5.9756,235.0995,9.8321,12.9939,80.9191
435,ASSET_C,103.9441,0.0204,0.0307,normal,0.2479,164.631,16.6472,115.3383,216.9292,130.944,96.3738,66.53,16.3088,146.6857,117.406
436,ASSET_B,102.2829,0.0804,0.0315,stress,-0.5661,86.9965,250.521,44.0512,195.6579,146.0574,360.0841,51.8451,137.6816,120.0095,147.1362
437,ASSET_A,100.3039,0.0254,0.0239,normal,0.3515,60.0448,99.8863,153.1743,40.6582,82.2527,287.1309,63.2344,19.5856,81.799,64.2063
438,ASSET_A,99.1412,0.0184,0.0378,normal,-0.4811,192.5951,46.1467,56.0125,120.0657,154.5369,62.7478,125.0848,127.1124,126.0444,93.3794
439,ASSET_C,104.0549,0.0131,0.0382,normal,0.0083,95.6355,108.0233,60.996,14.8423,221.2473,110.8755,90.6544,146.762,241.69,42.6938
440,ASSET_E,107.3903,0.0251,0.0498,normal,-0.3471,210.5657,142.7917,64.5244,39.3614,6.3954,19.9952,39.9626,59.2628,35.0497,35.0657
441,ASSET_E,107.5401,0.0221,0.0407,normal,-0.5774,184.4401,42.8778,74.9233,66.7673,86.3635,99.9184,65.5678,143.5384,117.2253,80.5993
442,ASSET_D,106.4509,0.0134,0.0362,normal,0.6411,116.3815,51.3412,98.7741,145.4963,58.8185,249.9972,59.3605,101.3554,30.5737,70.312
443,ASSET_D,105.6698,0.0293,0.0379,normal,0.006,136.5201,135.126,77.2856,22.1434,155.3086,59.1859,34.5588,47.0926,260.9463,18.7799
444,ASSET_B,102.0264,0.0344,0.0156,normal,0.5093,197.8031,166.5604,28.708,66.0243,85.5599,59.9939,85.1897,75.4479,53.8404,37.6162
445,ASSET_D,105.5222,0.0242,0.0377,normal,0.929,168.3707,87.4983,34.3449,26.3976,258.2828,159.322,57.5855,168.9163,63.5324,150.2579
446,ASSET_A,100.103,0.0173,0.0444,normal,-0.2689,148.9839,101.4482,128.2854,182.2151,50.9649,235.8888,72.5922,105.2942,132.3743,63.9594
447,ASSET_D,106.2746,0.072,0.0378,stress,0.2128,11.3501,85.6261,153.1798,43.4389,66.7542,73.2463,20.766,111.6342,52.5314,20.4199
448,ASSET_D,106.3114,0.045,0.0291,normal,-0.5254,82.9132,20.9613,34.1057,32.9878,114.1863,27.5301,10.5681,60.6399,10.5123,66.169
449,ASSET_C,104.0556,0.0375,0.0346,normal,0.0995,60.8738,122.0111,231.6843,56.6662,399.7452,106.6281,168.299,43.1933,59.0338,7.1777
450,ASSET_B,101.4079,0.0187,0.0395,normal,-0.7973,70.7805,186.594,145.4135,108.3563,11.0915,204.2835,75.7491,99.5765,250.4752,120.2412
451,ASSET_A,100.2326,0.0861,0.0144,stress,0.8503,58.4802,26.0379,24.1731,186.9071,92.9878,161.4219,135.0325,28.5164,76.6384,78.4265
452,ASSET_D,106.4818,0.0208,0.0266,normal,0.7586,36.3905,204.5532,24.8025,83.4018,14.2829,240.1209,51.8242,77.434,59.7809,67.2688
453,ASSET_C,104.0384,0.01,0.0313,normal,-0.2227,46.8904,39.7951,29.3557,326.2224,142.6593,76.2389,37.2859,26.6846,85.3081,108.8599
454,ASSET_E,108.1215,0.0202,0.0217,normal,0.6987,164.2415,74.7768,118.1419,82.083,99.1974,148.2192,31.0199,26.7298,67.1127,78.7556
455,ASSET_D,105.9556,0.0156,0.0168,normal,0.6529,24.6096,29.81,110.9065,63.5738,73.0466,14.2132,335.5967,97.5965,97.2997,215.2589
456,ASSET_E,108.0428,0.0476,0.0437,normal,0.745,158.1909,45.7061,226.3702,49.5392,41.8137,226.7805,120.6634,62.2589,36.0505,109.579
457,ASSET_D,105.8676,0.0316,0.0135,normal,0.3438,249.4484,97.4078,14.6644,46.4457,112.9889,196.5373,46.0843,135.2467,181.7293,217.1937
458,ASSET_D,106.3797,0.0237,0.0471,stress,-0.6057,77.1603,82.8361,73.5226,60.5708,6.7623,59.3448,180.4675,55.6978,212.7333,55.3581
459,ASSET_E,108.0503,0.0406,0.023,normal,-0.9625,364.2911,95.3235,68.9258,47.9929,113.7285,117.6577,49.7616,162.4743,70.5596,71.5536
460,ASSET_A,99.7228,0.0206,0.0417,stress,-0.3979,17.129,39.1659,125.1864,135.1803,79.3643,133.7472,125.1161,259.4452,179.3857,21.8331
461,ASSET_A,100.0583,0.0448,0.0236,stress,0.0336,119.3331,173.2827,9.0525,71.2654,57.4286,132.2726,117.2512,63.359,28.6961,232.0282
462,ASSET_C,104.5757,0.0357,0.0319,normal,0.4901,34.657,97.1196,40.4408,23.7753,49.4794,47.5334,154.3505,93.795,86.6126,98.7791
463,ASSET_D,106.143,0.0648,0.0116,stress,0.6032,180.9721,230.3459,38.9014,110.8968,122.8821,179.9057,264.8675,59.7328,54.1002,56.9684
464,ASSET_C,104.1358,0.0115,0.0158,normal,0.1872,37.5553,48.3471,9.1046,31.6399,32.4645,39.7821,51.1829,7.8447,50.2526,263.5008
465,ASSET_E,108.0052,0.022,0.0435,normal,0.5544,50.3479,62.5454,25.9212,61.5574,138.6874,156.6273,35.4063,262.2075,51.4069,51.2864
466,ASSET_B,101.6168,0.0272,0.0437,normal,0.4437,180.3376,255.0547,59.3036,26.0756,78.3308,22.945,73.8691,128.3205,26.3616,57.875
467,ASSET_A,99.997,0.0117,0.0168,normal,-0.0975,82.9594,216.4913,212.9761,228.5478,83.3757,121.7442,66.1687,227.422,158.8737,16.2195
468,ASSET_C,103.592,0.0292,0.0326,normal,0.1459,141.0238,176.1225,19.1258,125.9702,30.5601,119.9421,70.8853,42.963,78.1304,79.2403
469,ASSET_B,101.8736,0.015,0.0421,normal,0.4322,63.3067,111.3905,40.6393,85.3627,243.3475,56.4131,73.4482,34.2294,227.7352,120.9048
470,ASSET_B,101.8452,0.0206,0.0191,normal,0.8469,89.13,163.1861,122.189,22.902,38.409,63.0885,32.7357,24.0441,78.8244,132.3172
471,ASSET_D,106.2075,0.0466,0.0234,normal,-0.9697,110.1156,185.4694,45.1735,90.0499,51.8605,121.5142,68.5413,224.7078,177.102,30.9361
472,ASSET_E,107.9317,0.0443,0.0113,normal,0.6481,33.6234,23.2198,67.8275,53.5166,184.3576,94.6288,12.9555,128.1039,68.5589,49.0858
473,ASSET_C,103.8353,0.0429,0.023,normal,0.2127,110.24,10.2548,103.6284,57.9867,138.5885,72.8078,84.7525,138.3995,56.9244,20.1748
474,ASSET_E,107.6969,0.0301,0.0385,normal,-0.3114,62.8426,76.4908,160.2566,75.8877,74.8632,33.5918,166.6726,50.2584,38.5306,75.0403
475,ASSET_B,102.3792,0.0323,0.0291,normal,-0.2273,91.9892,94.8071,311.9956,213.1016,146.1578,83.9898,182.5547,191.9595,291.8648,39.2651
476,ASSET_A,100.1514,0.0498,0.0399,stress,-0.2067,71.2034,39.1813,69.3904,93.9345,35.8212,108.4155,103.5174,185.741,26.2058,57.7799
477,ASSET_E,108.8882,0.0884,0.0394,stress,-0.2804,174.8594,39.1978,21.6012,36.5828,154.6551,45.3398,92.1152,284.5856,81.7808,173.4376
478,ASSET_D,106.3778,0.0495,0.0443,normal,0.9616,77.9237,245.2617,94.3714,151.9644,81.403,87.6754,28.2707,26.7433,55.7006,51.8807
479,ASSET_B,102.0555,0.0496,0.0225,normal,-0.5491,67.5549,79.836,177.3117,16.6287,243.815,67.3207,24.6512,197.7443,106.8707,168.6659
480,ASSET_E,108.0103,0.0387,0.0303,stress,0.4123,176.4425,140.2731,120.2341,56.3079,41.3953,174.0526,120.0743,120.2233,69.3783,52.2926
481,ASSET_B,102.0036,0.0422,0.0114,normal,-0.7524,249.0636,10.3321,95.0878,136.3828,169.3192,38.7779,26.0528,84.2809,76.2579,34.3748
482,ASSET_D,105.7844,0.0178,0.0316,normal,0.7176,57.5759,346.9472,228.4194,37.8012,39.6123,68.2589,15.9883,74.7982,217.1684,24.3463
483,ASSET_D,106.1796,0.0189,0.0294,normal,0.4678,395.5918,23.8561,77.848,94.2084,39.9236,44.6507,41.0497,59.1641,111.827,145.7421
484,ASSET_A,99.971,0.0478,0.0241,stress,0.3275,99.632,49.6982,35.1332,23.6174,37.4018,55.3075,71.8689,123.6969,35.917,78.828
485,ASSET_A,99.7658,0.0148,0.037,normal,-0.5462,111.8723,33.3187,17.0999,56.7666,91.1101,154.7713,44.3897,61.846,47.8268,84.2511
486,ASSET_A,99.673,0.0259,0.0414,normal,-0.5723,92.7745,53.7141,146.4504,211.7671,110.2399,119.9968,14.7295,17.5743,57.5074,145.1606
487,ASSET_E,108.1769,0.0298,0.0271,normal,0.4763,106.6614,16.6318,139.8203,69.6875,104.1641,50.5101,61.7445,123.3641,151.1482,191.0119
488,ASSET_B,101.2987,0.0316,0.0309,normal,-0.1718,196.2423,222.1137,75.3252,164.5211,156.9775,108.9909,266.9326,27.396,143.8566,73.7654
489,ASSET_D,105.8868,0.0495,0.0359,normal,0.4814,35.7275,67.8492,144.161,58.9177,205.8215,348.9014,146.4751,55.0164,55.4121,149.269
490,ASSET_C,103.2931,0.0333,0.0408,normal,-0.4279,21.531,197.4702,31.6422,107.5224,156.2431,104.3954,74.7471,58.1964,111.4142,170.0166
491,ASSET_B,101.9453,0.0381,0.0464,normal,0.3548,38.2563,28.7317,33.3338,87.4867,52.4871,70.934,175.3464,114.5226,26.6666,20.18
492,ASSET_C,103.896,0.0146,0.0166,normal,0.8076,110.214,156.6061,94.4257,41.9027,238.2814,35.7267,176.0356,129.4954,41.7588,52.5272
493,ASSET_B,102.4785,0.0163,0.0428,normal,0.9604,59.3223,128.8369,125.5505,62.5026,34.2292,51.0308,76.7104,38.8138,149.0197,83.32
494,ASSET_D,106.004,0.0203,0.0151,normal,0.899,159.4047,165.3231,103.359,156.5348,51.2677,79.4966,67.8635,124.3825,37.0704,12.398
495,ASSET_C,103.5593,0.0823,0.0465,stress,0.6588,145.9123,21.0288,150.1495,115.4512,39.0009,103.3866,142.2658,98.6465,151.3199,164.1429
496,ASSET_B,102.2187,0.0432,0.0338,normal,0.4244,54.9514,63.9591,81.9462,160.7379,346.8648,53.617,94.6119,93.7548,77.9941,42.2883
497,ASSET_E,108.0632,0.0485,0.0323,normal,-0.4519,135.1134,221.1618,144.2925,12.6912,202.6299,160.0857,155.9078,31.0436,26.7167,55.7304
498,ASSET_E,108.5825,0.0386,0.026,normal,0.5543,96.7626,54.2266,47.6404,84.2877,38.9302,71.7925,82.3904,233.6176,74.3116,411.7249
499,ASSET_E,108.1495,0.0462,0.0484,normal,0.7007,91.1594,25.358,108.8072,66.4546,23.5891,19.171,117.3954,194.7429,136.7026,156.9997
500,ASSET_D,105.928,0.0173,0.0347,normal,0.9744,20.3862,201.2662,37.5898,97.4182,120.9797,189.207,69.9257,24.1462,101.9809,116.0255
501,ASSET_B,101.8072,0.054,0.0204,stress,-0.106,90.3119,48.7038,101.2456,216.7514,20.2625,129.1148,62.1378,50.003,16.6869,172.1379
502,ASSET_E,107.5143,0.0175,0.041,normal,0.9977,72.7247,82.0856,88.9885,344.0441,74.71,46.8376,36.491,209.1248,99.6881,76.0825
503,ASSET_B,102.352,0.0385,0.0156,normal,0.2822,40.8452,116.6912,59.4891,12.3143,40.3019,129.1173,79.6781,81.2474,47.3505,82.1481
504,ASSET_D,106.1137,0.0159,0.0494,normal,0.897,142.7314,81.6613,34.6375,139.7101,236.9017,37.9433,93.022,163.722,138.2113,142.6114
505,ASSET_D,106.0014,0.037,0.0149,stress,0.9624,57.5635,40.0439,95.3265,64.3822,272.2667,181.0655,68.2214,323.8328,53.7429,315.6176
506,ASSET_D,105.9995,0.0434,0.0205,normal,-0.3841,138.916,83.265,147.5441,49.7494,142.3568,61.7445,42.3143,88.3064,32.0256,51.6587
507,ASSET_E,108.0925,0.0422,0.0143,stress,0.7188,149.6239,300.3768,73.9891,128.6668,117.7384,45.319,106.7983,135.5393,191.2748,66.5608
508,ASSET_E,107.9678,0.049,0.0144,normal,0.0914,76.9202,35.7356,41.6233,46.4641,94.8179,144.0134,58.4285,112.5393,167.3045,70.7039
509,ASSET_E,107.9608,0.0286,0.0107,normal,0.4543,246.9727,97.1589,18.494,210.7397,83.2868,131.9478,327.8679,84.6709,17.2505,269.9767
510,ASSET_E,108.4148,0.0346,0.0453,normal,-0.7618,63.8682,43.0972,122.6161,158.2258,113.2952,67.9298,41.6731,117.1575,164.8541,33.5375
511,ASSET_E,108.5206,0.0259,0.0279,normal,-0.9581,41.7349,100.3632,214.0925,48.8414,226.853,60.1731,98.2977,164.3721,97.2098,21.8168
